,cancer_type,cellosaurus_id,standard_drug_name,dataset,info,IC50,IC90,EC50,Einf,AUC
265,kidney,769-P,Decitabine,All,CTRP2,10.3541,21.9261,1.34402,0.306124,11.9389
266,kidney,769-P,decitabine:carboplatin (1:1 mol/mol),All,CTRP2,9.31626,15.927,3.49033,0.252094,5.77645
267,kidney,769-P,decitabine:navitoclax (2:1 mol/mol),All,CTRP2,2.21177,4.83972,2.08324,0.946321,23.2817
268,kidney,769-P,dexamethasone,All,CTRP2,7.72559,9.39696,4.50601,0.0286157,0.147132
269,kidney,769-P,Dihydrorotenone,All,GDSC2,2.12178,8.41373,-2.59702,0.322796,10.782
270,kidney,769-P,Dinaciclib,All,GDSC2,-3.5203,2.03008,-4.53842,0.801163,39.0428
271,kidney,769-P,DMOG,All,GDSC1,13.6864,20.6889,8.94174,0.368214,16.4502
272,kidney,769-P,Docetaxel,All,"GDSC2,GDSC1",-3.28324,4.01414,-4.54415,0.812419,30.7331
273,kidney,769-P,docetaxel:tanespimycin (2:1 mol/mol),All,CTRP2,4.88449,23.2407,-3.79514,0.522708,31.8611
274,kidney,769-P,Doramapimod,All,"CTRP2,GDSC1",8.33529,9.9197,5.52968,0.0400421,0.196322
275,kidney,769-P,Doxorubicin,All,"CTRP2,GDSC1",-3.08859,3.58574,-3.37511,0.952873,59.0917
276,kidney,769-P,doxorubicin:navitoclax (2:1 mol/mol),All,CTRP2,0.542281,5.06896,0.222153,0.922462,34.9508
277,kidney,769-P,Dyrk1b_0191,All,GDSC1,1.42619,3.41786,1.22608,0.890063,25.0028
278,kidney,769-P,"eEF2K Inhibitor, A-484954",All,GDSC1,6.74829,8.28866,3.82507,0.0304419,0.27091
279,kidney,769-P,Eg5_9814,All,GDSC2,-5.19489,-0.241943,-6.60747,0.696542,26.3598
280,kidney,769-P,EHT-1864,All,GDSC1,4.33898,9.31546,1.12474,0.389586,13.4514
281,kidney,769-P,ELCPK,All,CTRP2,-1.26608,2.28998,-3.08155,0.491373,7.28122
282,kidney,769-P,Elephantin,All,GDSC2,3.11926,5.69721,2.48464,0.735955,15.6719
283,kidney,769-P,Elesclomol,All,GDSC1,-6.52751,-4.66319,-6.53937,0.993012,52.5237
284,kidney,769-P,elocalcitol,All,CTRP2,12.9689,32.1596,-1.79123,0.311563,17.1829
285,kidney,769-P,Embelin,All,GDSC1,2.93731,4.47368,2.86769,0.95026,26.2278
286,kidney,769-P,Entinostat,All,"CTRP2,GDSC2",3.77342,6.45273,3.44358,0.865572,19.2849
287,kidney,769-P,Entospletinib,All,GDSC2,4.79548,9.80691,1.21017,0.343876,9.49376
288,kidney,769-P,Enzastaurin,All,GDSC1,-0.868401,3.12466,-1.06621,0.94563,56.6317
289,kidney,769-P,EphB4_9721,All,GDSC1,-0.748293,3.59341,-1.19703,0.886937,50.6729
290,kidney,769-P,epigallocatechin-3-monogallate,All,CTRP2,7.5003,12.8822,5.27024,0.573814,13.8565
291,kidney,769-P,Epirubicin,All,GDSC2,-2.51736,2.24596,-3.57151,0.761552,30.4983
292,kidney,769-P,Epothilone B,All,GDSC1,-10.2891,-7.45014,-10.3304,0.984015,64.8855
293,kidney,769-P,EPZ004777,All,GDSC2,5.50876,8.68663,2.16818,0.180643,2.88842
294,kidney,769-P,EPZ5676,All,GDSC2,6.17559,13.9371,0.162604,0.308349,12.1401
295,kidney,769-P,erastin,All,CTRP2,6.65475,9.82812,4.63397,0.395894,4.84929
296,kidney,769-P,ERK_2440,All,GDSC2,2.83638,12.5731,-1.71427,0.527365,28.3764
297,kidney,769-P,ERK_6604,All,GDSC2,5.74218,16.7178,-1.48169,0.381187,20.0252
298,kidney,769-P,Erlotinib,All,"CTRP2,GDSC2,CCLE",5.6598,17.1927,0.146608,0.51831,23.4513
299,kidney,769-P,erlotinib:PLX-4032 (2:1 mol/mol),All,CTRP2,4.77862,12.9117,1.26588,0.558173,19.5923
300,kidney,769-P,etomoxir,All,CTRP2,8.6612,10.5078,7.42649,0.374143,2.62136
301,kidney,769-P,Etoposide,All,"CTRP2,GDSC1",5.86616,9.68545,3.18442,0.352259,5.03434
302,kidney,769-P,ETP-45835,All,GDSC1,6.77832,12.4681,2.06862,0.27917,10.0303
303,kidney,769-P,Fedratinib,All,"CTRP2,GDSC1",2.10152,4.18963,2.03192,0.963397,20.9032
304,kidney,769-P,FEN1_3940,All,GDSC1,3.7923,7.09779,1.81024,0.422464,10.2563
305,kidney,769-P,FGFR_0939,All,GDSC1,1.53183,3.09168,0.605318,0.426615,4.9356
306,kidney,769-P,FGFR_3831,All,GDSC1,3.19343,4.42993,2.65751,0.556837,5.72472
307,kidney,769-P,FGIN-1-27,All,CTRP2,7.00806,9.94849,3.97079,0.187348,1.84953
308,kidney,769-P,FH535,All,GDSC1,2.30685,4.2856,2.22059,0.952143,34.1854
309,kidney,769-P,fingolimod,All,CTRP2,3.7316,4.72358,3.72625,0.994076,15.426
310,kidney,769-P,Flavopiridol,All,GDSC1,-3.10376,-0.18018,-3.19383,0.966166,55.1973
311,kidney,769-P,Fludarabine,All,GDSC2,4.73728,8.07013,2.78172,0.431969,8.59284
312,kidney,769-P,fluorouracil,All,CTRP2,6.27958,11.4206,4.17723,0.578706,13.4905
313,kidney,769-P,fluvastatin,All,CTRP2,5.43415,6.57898,5.18279,0.763364,5.00284
314,kidney,769-P,FMK,All,GDSC1,5.4594,9.87939,2.42463,0.362288,9.94621
315,kidney,769-P,Foretinib,All,"CTRP2,GDSC2,GDSC1",2.09498,3.19507,2.0946,0.999625,26.3129
316,kidney,769-P,FQI-1,All,CTRP2,3.83634,8.53356,2.21327,0.63763,14.4349
317,kidney,769-P,FQI-2,All,CTRP2,6.18456,10.0335,3.42422,0.342793,4.89755
318,kidney,769-P,FR-180204,All,GDSC1,5.61092,7.22629,3.75128,0.147633,1.46793
319,kidney,769-P,FSC231,All,CTRP2,10.3703,11.7956,7.6178,0.0283162,0.124017
320,kidney,769-P,FTI-277,All,GDSC1,1.35571,3.00487,-0.547936,0.146707,1.48845
321,kidney,769-P,FTY-720,All,GDSC1,2.64816,3.18574,2.64764,0.998932,20.9253
322,kidney,769-P,Fulvestrant,All,"CTRP2,GDSC2,GDSC1",8.00928,14.6768,3.23569,0.343551,7.9275
323,kidney,769-P,fumonisin B1,All,CTRP2,10.4139,11.9835,8.42505,0.116393,0.588362
324,kidney,769-P,Gallibiscoquinazole,All,GDSC2,1.49789,5.626,-1.68399,0.310612,6.97049
325,kidney,769-P,GANT-61,All,CTRP2,8.10764,13.1041,4.05016,0.287549,5.12811
326,kidney,769-P,GDC-0879,All,CTRP2,8.4839,10.1791,5.49347,0.0406194,0.213135
327,kidney,769-P,GDC0810,All,GDSC2,5.97519,8.02265,2.64939,0.054819,0.527192
328,kidney,769-P,Gefitinib,All,"CTRP2,GDSC2,GDSC1",3.76376,12.3057,0.856546,0.642595,25.6358
329,kidney,769-P,Gemcitabine,All,"CTRP2,GDSC2,GDSC1",-0.807914,100.372,-47.58,0.53173,48.2079
330,kidney,769-P,Genentech Cpd 10,All,GDSC1,1.01279,7.6824,-0.97393,0.683951,38.2336
331,kidney,769-P,GMX-1778,All,CTRP2,-3.19728,-2.07981,-3.25704,0.94132,9.59862
332,kidney,769-P,GNE-317,All,GDSC2,-1.37618,2.02029,-1.51751,0.954317,47.3657
333,kidney,769-P,gossypol,All,CTRP2,4.43686,6.25241,3.95802,0.718091,6.95731
334,kidney,769-P,GSK-3 inhibitor IX,All,CTRP2,2.011,3.88809,1.99592,0.991175,26.9215
335,kidney,769-P,GSK1059615,All,GDSC1,0.346265,3.08593,0.247459,0.960399,49.7194
336,kidney,769-P,GSK1070916,All,GDSC1,0.99233,9.66529,-1.93417,0.645394,35.5958
337,kidney,769-P,GSK1904529A,All,"GDSC2,GDSC1",6.13925,11.4337,1.30384,0.236999,5.71318
338,kidney,769-P,GSK2578215A,All,GDSC2,5.8771,7.72228,2.72004,0.0455344,0.392737
339,kidney,769-P,GSK2606414,All,GDSC2,4.3404,8.6586,1.44741,0.373267,9.14116
340,kidney,769-P,GSK269962A,All,GDSC1,-0.261888,59.761,-28.5782,0.523628,48.7066
341,kidney,769-P,GSK343,All,GDSC2,1.62775,5.92508,-1.74061,0.303166,7.03706
342,kidney,769-P,GSK4112,All,CTRP2,8.70627,10.3344,5.52066,0.026794,0.134072
343,kidney,769-P,GSK429286A,All,GDSC1,8.63508,24.2863,-2.33429,0.353084,23.1529
344,kidney,769-P,GSK461364,All,CTRP2,1.02323,14.497,-2.85402,0.693987,41.0589
345,kidney,769-P,GSK591,All,GDSC2,6.38573,16.4406,-0.893012,0.338606,16.3949
346,kidney,769-P,GSK650394,All,GDSC1,1.86656,5.42214,1.17296,0.788914,30.9322
347,kidney,769-P,GSK690693,All,GDSC1,6.03788,10.7482,1.58346,0.222535,6.56217
348,kidney,769-P,GW-2580,All,GDSC1,6.50073,10.7063,2.71084,0.242628,6.53191
349,kidney,769-P,GW-405833,All,CTRP2,6.24619,7.04012,6.17039,0.895492,5.45769
350,kidney,769-P,GW441756,All,GDSC1,3.79516,5.76263,0.35981,0.0422256,0.48283
351,kidney,769-P,GW843682X,All,CTRP2,4.48228,10.0637,2.05219,0.555097,13.6488
352,kidney,769-P,HC-067047,All,CTRP2,6.25821,8.39789,5.04075,0.445328,3.82367
353,kidney,769-P,HG6-64-1,All,GDSC1,-0.0277075,1.11196,-0.0380727,0.990008,29.8631
354,kidney,769-P,HLI 373,All,CTRP2,6.30956,11.7906,2.65872,0.375857,7.80942
355,kidney,769-P,hyperforin,All,CTRP2,7.94172,14.5571,3.24673,0.347472,8.49006
356,kidney,769-P,I-BET-762,All,"CTRP2,GDSC2,GDSC1",5.91799,11.6906,3.11526,0.512026,12.4978
357,kidney,769-P,I-BET151,All,CTRP2,2.94549,7.59904,2.13965,0.812019,23.5326
358,kidney,769-P,I-BRD9,All,GDSC2,5.02753,8.66091,1.90448,0.262807,5.04542
359,kidney,769-P,IAP_5620,All,"GDSC2,GDSC1",5.71031,7.59508,2.70126,0.0581765,0.515939
360,kidney,769-P,IAP_7638,All,GDSC1,5.59351,7.24915,2.78137,0.0467686,0.451134
361,kidney,769-P,Ibrutinib,All,GDSC2,3.3013,10.2948,-0.181726,0.501621,20.8689
362,kidney,769-P,IC-87114,All,"CTRP2,GDSC1",7.72684,9.88846,5.27732,0.153143,1.08946
363,kidney,769-P,ICL1100013,All,GDSC1,0.0421107,4.233,-0.324775,0.904119,52.7307
364,kidney,769-P,Idelalisib,All,"CTRP2,GDSC1",6.98934,12.3191,3.65552,0.403823,8.33589
365,kidney,769-P,ifosfamide,All,CTRP2,7.79305,9.52938,5.45456,0.0986044,0.546531
366,kidney,769-P,IGF1R_3801,All,GDSC2,3.62149,9.58336,0.437217,0.472428,16.7994
367,kidney,769-P,IGFR_3801,All,GDSC1,0.266324,5.67189,-0.855281,0.775916,42.1296
368,kidney,769-P,Imatinib,All,CTRP2,4.98932,5.92426,4.55776,0.532315,2.30812
369,kidney,769-P,IMD-0354,All,GDSC1,0.358513,2.90705,0.284797,0.968234,49.5709
370,kidney,769-P,importazole,All,CTRP2,9.9093,15.5214,5.39512,0.291738,5.85352
371,kidney,769-P,indisulam,All,CTRP2,4.86583,8.3263,3.25236,0.528314,7.88357
372,kidney,769-P,IOX2,All,GDSC1,-0.193387,2.62543,-4.26596,0.0802728,1.33914
373,kidney,769-P,IPA-3,All,GDSC1,3.45862,4.42023,3.43349,0.971307,19.4266
374,kidney,769-P,Ipatasertib,All,GDSC2,4.96188,8.68794,1.85136,0.275466,5.46536
375,kidney,769-P,IPR-456,All,CTRP2,8.62073,15.0635,3.45862,0.293463,6.73756
376,kidney,769-P,IRAK4_4710,All,GDSC2,5.43251,11.5075,0.826268,0.317917,10.2659
377,kidney,769-P,Irinotecan,All,"GDSC2,CCLE",4.152,8.78117,1.24942,0.402757,9.03472
378,kidney,769-P,isoevodiamine,All,CTRP2,2.67158,4.87176,2.4999,0.914482,16.4044
379,kidney,769-P,isoliquiritigenin,All,CTRP2,5.18384,15.2309,0.0668968,0.492376,19.5654
380,kidney,769-P,ISOX,All,CTRP2,2.00851,4.23445,1.91205,0.952426,20.5544
381,kidney,769-P,ISOX:bortezomib (250:1 mol/mol),All,CTRP2,1.00466,2.54147,0.987823,0.987962,20.5746
382,kidney,769-P,Ispinesib Mesylate,All,GDSC1,-6.08054,-3.2292,-6.29686,0.916843,39.9711
383,kidney,769-P,itraconazole,All,CTRP2,6.61583,15.223,0.459986,0.344018,10.6991
384,kidney,769-P,IU1,All,CTRP2,7.31152,11.1679,4.44618,0.326962,4.97084
385,kidney,769-P,IWP-2,All,GDSC2,1.682,4.71519,-1.14721,0.228212,3.58557
386,kidney,769-P,JAK_8517,All,GDSC2,5.29454,11.9963,0.498312,0.343725,12.2863
387,kidney,769-P,JAK1_3715,All,GDSC1,6.06672,7.78995,2.76655,0.0293188,0.291713
388,kidney,769-P,JAK1_8709,All,GDSC2,4.75037,9.13562,1.50211,0.328336,7.90483
389,kidney,769-P,JAK3_7406,All,GDSC1,2.60308,4.19219,2.20239,0.729865,11.8321
390,kidney,769-P,JNJ38877605,All,GDSC1,8.33008,21.3368,-1.12127,0.336909,21.2569
391,kidney,769-P,JNK Inhibitor VIII,All,GDSC1,4.92925,8.22764,2.04394,0.255266,5.49928
392,kidney,769-P,JNK-9L,All,GDSC1,-1.00073,0.75107,-1.02405,0.985377,42.0783
393,kidney,769-P,JQ-1:carboplatin (1:1 mol/mol),All,CTRP2,3.16493,9.39478,1.62003,0.734108,24.762
394,kidney,769-P,JQ-1:MK-0752 (1:1 mol/mol),All,CTRP2,4.7874,11.9989,1.9641,0.594592,22.1106
395,kidney,769-P,JQ-1:navitoclax (2:1 mol/mol),All,CTRP2,0.145436,2.02564,0.142669,0.998383,36.6051
396,kidney,769-P,JQ-1:UNC0638 (2:1 mol/mol),All,CTRP2,3.15671,7.86477,2.1144,0.761466,20.3991
397,kidney,769-P,JQ-1:vorinostat (2:1 mol/mol),All,CTRP2,0.980435,3.83427,0.910684,0.973155,31.2707
398,kidney,769-P,JQ1,All,"CTRP2,GDSC1",1.87429,7.51811,1.02028,0.835275,30.6123
399,kidney,769-P,JQ12,All,GDSC1,-1.02942,3.77772,-1.80517,0.824546,44.4635
400,kidney,769-P,JW-480,All,CTRP2,8.33129,10.0565,5.47911,0.0515331,0.276759
401,kidney,769-P,JW-7-24-1,All,GDSC1,-1.35026,1.72395,-1.44389,0.966554,57.838
402,kidney,769-P,kb NB 142-70,All,GDSC1,2.46584,4.55288,2.22885,0.875891,24.756
403,kidney,769-P,KHS101,All,CTRP2,4.05849,7.94086,3.17364,0.754715,16.5357
404,kidney,769-P,Ki8751,All,CTRP2,8.81493,10.3815,5.54292,0.0201158,0.0965221
405,kidney,769-P,KIN001-042,All,GDSC1,8.37004,20.9074,-1.67557,0.293445,17.834
406,kidney,769-P,KIN001-236,All,GDSC1,4.35624,7.42489,2.0828,0.328255,6.91823
407,kidney,769-P,KIN001-244,All,GDSC1,3.95263,11.0094,0.665646,0.528715,26.6342
408,kidney,769-P,KIN001-260,All,GDSC1,4.70019,6.12715,3.71183,0.358369,3.60226
409,kidney,769-P,KIN001-266,All,GDSC1,3.82207,4.34139,3.77098,0.892342,6.58478
410,kidney,769-P,KIN001-270,All,GDSC1,4.95093,6.38939,3.75355,0.276722,2.65109
411,kidney,769-P,Ko-143,All,CTRP2,6.30109,9.25276,5.26091,0.631096,8.95898
412,kidney,769-P,Kobe2602,All,GDSC1,5.35806,10.0292,2.27898,0.380511,12.349
413,kidney,769-P,KRAS (G12C) Inhibitor-12,All,GDSC2,5.86907,11.439,1.95574,0.351987,10.7668
414,kidney,769-P,KU 0060648,All,CTRP2,1.81975,4.32129,1.69302,0.9444,21.9167
415,kidney,769-P,KU-0063794,All,CTRP2,4.30472,10.0542,2.45363,0.660345,18.7155
416,kidney,769-P,KU-55933,All,"CTRP2,GDSC1",7.23721,11.7615,4.10861,0.359094,6.09746
417,kidney,769-P,KU-60019,All,"CTRP2,GDSC1",7.89575,11.9074,4.47455,0.266194,3.76356
418,kidney,769-P,KW-2449,All,CTRP2,5.19071,5.87139,5.15364,0.940232,5.81456
419,kidney,769-P,KX2-391,All,CTRP2,2.4096,9.1523,0.944687,0.765749,29.1762
420,kidney,769-P,L-685458,All,"CTRP2,CCLE",7.43618,8.99741,4.70163,0.041734,0.201431
421,kidney,769-P,Lapatinib,All,"CTRP2,GDSC2,CCLE",5.55308,11.5415,2.87638,0.544945,14.208
422,kidney,769-P,LBH-589,All,CTRP2,-2.96368,-0.513936,-2.96437,0.99969,59.9814
423,kidney,769-P,LBW242,All,CCLE,3.88884,6.78342,1.788,0.337444,4.65655
424,kidney,769-P,LCL161,All,"GDSC2,GDSC1",4.81862,6.49708,2.74041,0.123545,1.01081
425,kidney,769-P,LDN-193189,All,GDSC1,1.43836,2.84096,1.37801,0.952767,24.3578
426,kidney,769-P,LE-135,All,CTRP2,5.96802,7.93661,5.03391,0.521299,4.39718
427,kidney,769-P,Leflunomide,All,GDSC2,6.91191,14.109,3.13223,0.479553,20.052
428,kidney,769-P,Lenalidomide,All,GDSC1,3.81419,6.00747,1.52394,0.18318,2.52374
429,kidney,769-P,Lenvatinib,All,CTRP2,8.68094,10.2344,5.54588,0.0234521,0.111783
430,kidney,769-P,leptomycin B,All,CTRP2,-10.291,27.2668,-20.4844,0.710365,61.7928
431,kidney,769-P,Lestaurtinib,All,GDSC1,-0.507256,4.4121,-2.08157,0.662222,28.8763
432,kidney,769-P,LFM-A13,All,GDSC1,5.89609,10.7012,2.06713,0.295873,9.29483
433,kidney,769-P,LGK974,All,"GDSC2,GDSC1",6.01568,12.4292,0.769696,0.284376,8.66111
434,kidney,769-P,LIMK1 inhibitor BMS4,All,GDSC1,6.87493,8.44995,3.81496,0.0276109,0.250878
435,kidney,769-P,Linifanib,All,"CTRP2,GDSC1",4.62629,9.92897,2.2455,0.543203,13.435
436,kidney,769-P,Linsitinib,All,"CTRP2,GDSC2,GDSC1",11.5918,22.6069,0.932717,0.21315,7.5562
437,kidney,769-P,LJI308,All,GDSC2,5.32361,13.0088,0.0283262,0.360708,14.5749
438,kidney,769-P,lomeguatrib,All,CTRP2,6.43342,8.20904,5.26667,0.381923,2.59038
439,kidney,769-P,lovastatin acid,All,CTRP2,4.741,7.11296,4.50733,0.89219,16.0809
440,kidney,769-P,Luminespib,All,"GDSC2,GDSC1",-1.85094,4.93153,-4.13829,0.645571,25.8035
441,kidney,769-P,LY-2157299,All,CTRP2,7.42628,9.09754,5.45773,0.139822,0.763228
442,kidney,769-P,LY-2183240,All,CTRP2,3.96243,5.86139,3.09426,0.536106,4.72369
443,kidney,769-P,LY2109761,All,GDSC2,4.81989,20.3257,-3.9661,0.447132,29.2323
444,kidney,769-P,manumycin A,All,CTRP2,4.73244,5.41795,4.49459,0.636255,2.10441
445,kidney,769-P,Masitinib,All,"CTRP2,GDSC1",2.95082,5.01511,2.88349,0.964181,20.8381
446,kidney,769-P,MCT1_6447,All,GDSC1,5.71319,7.34159,2.79366,0.0381786,0.360608
447,kidney,769-P,MCT4_1422,All,GDSC1,5.55413,7.04444,2.83928,0.0358807,0.3098
448,kidney,769-P,Mdivi-1,All,CTRP2,6.24139,8.37522,5.03881,0.449462,3.86164
449,kidney,769-P,Merck60,All,CTRP2,3.91703,9.90851,1.61898,0.60191,16.6214
450,kidney,769-P,"MetAP2 Inhibitor, A832234",All,GDSC1,3.09424,10.7681,-1.99166,0.37809,18.1284
451,kidney,769-P,Methotrexate,All,"CTRP2,GDSC1",-3.46922,-0.864069,-3.47,0.999673,58.1092
452,kidney,769-P,MG-132,All,GDSC2,-0.825536,1.98185,-1.07865,0.901271,36.7035
453,kidney,769-P,MGCD-265,All,CTRP2,5.94423,8.09151,4.93621,0.5256,4.85507
454,kidney,769-P,MI-1,All,CTRP2,7.3609,8.7607,4.59447,0.0256765,0.110402
455,kidney,769-P,Midostaurin,All,GDSC1,-2.90064,-1.35673,-2.9849,0.940117,24.7265
456,kidney,769-P,MIM1,All,"GDSC2,GDSC1",4.45175,5.6633,4.26123,0.828939,8.13729
457,kidney,769-P,MIRA-1,All,GDSC2,4.66162,7.98735,1.98884,0.292122,5.23894
458,kidney,769-P,Mirin,All,"GDSC2,GDSC1",8.30038,10.7672,5.74413,0.186108,2.31967
459,kidney,769-P,mitomycin,All,CTRP2,1.88604,4.65667,1.76405,0.951667,25.4257
460,kidney,769-P,Mitomycin-C,All,GDSC1,-7.09478,-1.04639,-7.19089,0.982544,90.9255
461,kidney,769-P,Mitoxantrone,All,GDSC2,1.47682,7.41836,-1.42234,0.509997,18.6577
462,kidney,769-P,MK-0752,All,CTRP2,8.11677,9.51553,5.59098,0.0371336,0.160487
463,kidney,769-P,MK-1775,All,"CTRP2,GDSC2",-0.51102,3.15582,-0.62653,0.965406,37.364
464,kidney,769-P,MK-2206,All,"CTRP2,GDSC2,GDSC1",6.97809,13.2025,2.44269,0.335681,7.67124
465,kidney,769-P,MK-8776,All,GDSC2,0.532018,7.3136,-1.78699,0.641051,29.6168
466,kidney,769-P,ML006,All,CTRP2,11.0846,12.7536,8.49768,0.0642496,0.335942
467,kidney,769-P,ML030,All,CTRP2,3.06304,9.70111,1.38015,0.728463,25.8668
468,kidney,769-P,ML050,All,CTRP2,7.25516,9.40045,5.2357,0.224421,1.65313
469,kidney,769-P,ML162,All,CTRP2,-0.355153,0.129936,-0.355153,1.0,35.9726
470,kidney,769-P,ML203,All,CTRP2,6.97476,8.81713,4.57868,0.108581,0.640908
471,kidney,769-P,ML210,All,CTRP2,-0.605325,0.856321,-0.605597,0.999795,37.6402
472,kidney,769-P,ML239,All,CTRP2,8.20238,9.68666,5.56245,0.0393729,0.180779
473,kidney,769-P,ML258,All,CTRP2,8.33313,9.80239,5.57007,0.0315933,0.143017
474,kidney,769-P,ML311,All,CTRP2,4.58318,10.7428,2.3887,0.627436,17.1911
475,kidney,769-P,ML312,All,CTRP2,8.31189,9.6989,5.5982,0.0268045,0.114266
476,kidney,769-P,ML320,All,CTRP2,4.33941,6.43248,4.0649,0.856907,12.3389
477,kidney,769-P,ML323,All,GDSC2,6.2923,11.9114,2.01699,0.316377,9.52094
478,kidney,769-P,MLN2238,All,CTRP2,1.68377,6.58189,0.866393,0.818694,25.2803
479,kidney,769-P,MN-64,All,GDSC2,5.0471,9.81302,1.377,0.311021,8.00996
480,kidney,769-P,momelotinib,All,CTRP2,4.0673,7.40846,3.40583,0.785866,15.6109
481,kidney,769-P,Motesanib,All,GDSC1,3.44851,5.08867,0.468677,0.0362589,0.344604
482,kidney,769-P,MPS-1-IN-1,All,GDSC1,4.06658,5.15853,3.67555,0.625698,6.10458
483,kidney,769-P,myricetin,All,CTRP2,7.71876,9.39879,5.47276,0.100668,0.540487
484,kidney,769-P,myriocin,All,CTRP2,12.5482,25.7042,0.0949401,0.222142,9.10282
485,kidney,769-P,N9-isopropylolomoucine,All,CTRP2,8.42166,10.0685,7.73881,0.573574,4.25188
486,kidney,769-P,nakiterpiosin,All,CTRP2,0.958776,7.57379,-0.291544,0.795283,31.2876
487,kidney,769-P,narciclasine,All,CTRP2,-0.982377,2.82431,-1.0861,0.970074,40.4375
488,kidney,769-P,Navitoclax,All,"CTRP2,GDSC2,GDSC1",1.47302,4.05889,1.36493,0.954114,24.1609
489,kidney,769-P,navitoclax:birinapant (1:1 mol/mol),All,CTRP2,3.54385,6.08195,3.04088,0.78567,11.8532
490,kidney,769-P,navitoclax:gemcitabine (1:1 mol/mol),All,CTRP2,-2.09876,1.86671,-2.16642,0.981256,47.6634
491,kidney,769-P,navitoclax:MST-312 (1:1 mol/mol),All,CTRP2,2.93311,4.91333,2.77471,0.912349,14.6165
492,kidney,769-P,navitoclax:piperlongumine (1:1 mol/mol),All,CTRP2,2.67108,4.12742,2.63514,0.972898,15.9327
493,kidney,769-P,navitoclax:pluripotin (1:1 mol/mol),All,CTRP2,-0.608547,1.70337,-0.618272,0.995379,37.6922
494,kidney,769-P,navitoclax:PLX-4032 (1:1 mol/mol),All,CTRP2,3.83975,6.64361,3.10528,0.719909,10.8192
495,kidney,769-P,navitoclax:sorafenib (1:1 mol/mol),All,CTRP2,4.11426,6.11297,3.82644,0.843105,11.2138
496,kidney,769-P,necrostatin-1,All,CTRP2,9.63936,18.5993,4.75707,0.463922,16.3468
497,kidney,769-P,necrostatin-7,All,CTRP2,8.28943,9.77458,5.56379,0.0348426,0.159698
498,kidney,769-P,Nelarabine,All,"CTRP2,GDSC2",8.48868,9.7448,5.64417,0.0137136,0.0525921
499,kidney,769-P,neopeltolide,All,CTRP2,8.8172,48.7064,-13.7276,0.448232,35.1424
500,kidney,769-P,neratinib,All,CTRP2,1.00169,9.58967,-1.52376,0.687722,30.7376
501,kidney,769-P,NG-25,All,GDSC1,2.80647,8.0641,0.529739,0.557178,23.0642
502,kidney,769-P,niclosamide,All,CTRP2,2.64471,6.11396,2.07171,0.820513,18.0644
503,kidney,769-P,Nilotinib,All,"CTRP2,GDSC2,CCLE,GDSC1",8.39139,9.80928,5.58866,0.0256558,0.111738
504,kidney,769-P,nintedanib,All,CTRP2,7.8771,15.4429,1.97398,0.305199,8.76548
505,kidney,769-P,Niraparib,All,GDSC2,3.77567,11.1305,-0.210966,0.466163,19.6217
506,kidney,769-P,NPK76-II-72-1,All,GDSC1,3.38566,4.29075,2.9132,0.482094,3.38789
507,kidney,769-P,NSC 74859,All,CTRP2,10.947,14.431,7.72759,0.232109,2.7887
508,kidney,769-P,NSC-207895,All,GDSC1,3.73497,4.52481,3.6164,0.836559,8.13885
509,kidney,769-P,NSC-87877,All,GDSC1,5.90246,8.13487,3.22051,0.133255,1.81552
510,kidney,769-P,NSC23766,All,CTRP2,8.93436,10.0436,8.45373,0.556945,2.73689
511,kidney,769-P,NSC30930,All,CTRP2,8.25391,15.057,3.21993,0.3288,8.14482
512,kidney,769-P,NSC319726,All,GDSC1,-10.7546,-2.34452,-11.4565,0.90856,76.101
513,kidney,769-P,NSC48300,All,CTRP2,5.9552,7.93741,5.02256,0.524698,4.47044
514,kidney,769-P,NSC632839,All,CTRP2,3.18241,4.29395,3.15753,0.975413,12.4887
515,kidney,769-P,NSC95397,All,CTRP2,4.88731,6.40198,4.23063,0.556722,3.73634
516,kidney,769-P,NU7441,All,GDSC1,3.01953,4.50856,0.513264,0.0483372,0.419696
517,kidney,769-P,Nutlin-3a,All,"CTRP2,GDSC2,CCLE,GDSC1",4.70811,9.09442,3.813,0.779489,18.9982
518,kidney,769-P,NVP-231,All,CTRP2,4.96104,8.38207,3.8839,0.667257,11.4127
519,kidney,769-P,NVP-ADW742,All,"CTRP2,GDSC2",4.00818,11.2645,1.5902,0.649438,22.6339
520,kidney,769-P,NVP-BHG712,All,GDSC1,3.2083,4.03609,2.88628,0.596864,4.27827
521,kidney,769-P,NVP-BSK805,All,CTRP2,4.18115,5.72418,4.08861,0.934208,12.7316
522,kidney,769-P,NVP-TAE684,All,"CTRP2,CCLE",2.70029,3.7207,2.6996,0.999255,22.2812
523,kidney,769-P,Obatoclax Mesylate,All,"CTRP2,GDSC2,GDSC1",1.11554,4.91357,0.791731,0.906608,29.2164
524,kidney,769-P,OF-1,All,GDSC2,4.56614,10.2497,0.832323,0.382014,12.1547
525,kidney,769-P,Olaparib,All,"CTRP2,GDSC2,GDSC1",8.36718,13.5666,4.95132,0.382001,7.56281
526,kidney,769-P,oligomycin A,All,CTRP2,7.74469,36.5593,-8.52311,0.448704,31.896
527,kidney,769-P,Omipalisib,All,GDSC1,-4.10306,1.15507,-6.03673,0.616622,27.0257
