,id,standard_drug_name,gene,dataset,cancer_type,pvalue,correlation,provided_pvalue,provided_correlation,n_cell_line,provided_n_cell_line
287,31151289,3-Cl-AHPC,BACE2,All,pancan,2.87226e-17,0.298666,,,767,
288,31151290,3-Cl-AHPC,BAD,All,pancan,1.63092e-09,0.215548,,,767,
289,31151291,3-Cl-AHPC,BAG3,All,pancan,1.73177e-15,0.281997,,,767,
290,31151292,3-Cl-AHPC,BAHD1,All,pancan,2.26189e-10,-0.226401,,,767,
291,31151293,3-Cl-AHPC,BAIAP2,All,pancan,1.09855e-16,0.293332,,,767,
292,31151294,3-Cl-AHPC,BAIAP2L1,All,pancan,6.66073e-13,0.255575,,,767,
293,31151295,3-Cl-AHPC,BAMBI,All,pancan,1.87762e-11,0.239331,,,767,
294,31151296,3-Cl-AHPC,BAP1,All,pancan,5.84609e-09,-0.208219,,,767,
295,31151297,3-Cl-AHPC,BARD1,All,pancan,4.30914e-13,-0.257611,,,767,
296,31151298,3-Cl-AHPC,BAZ1A,All,pancan,2.60556e-21,-0.332943,,,767,
297,31151299,3-Cl-AHPC,BBOF1,All,pancan,2.70169e-11,0.237488,,,767,
298,31151300,3-Cl-AHPC,BCAM,All,pancan,2.34284e-17,0.299467,,,767,
299,31151301,3-Cl-AHPC,BCAP31,All,pancan,1.29223e-10,0.229377,,,767,
300,31151302,3-Cl-AHPC,BCAR1,All,pancan,3.2548e-25,0.36237,,,767,
301,31151303,3-Cl-AHPC,BCAR3,All,pancan,3.98983e-20,0.323346,,,767,
302,31151304,3-Cl-AHPC,BCAT2,All,pancan,2.14009e-08,-0.200485,,,767,
303,31151305,3-Cl-AHPC,BCL2,All,pancan,1.01353e-14,-0.274452,,,767,
304,31151306,3-Cl-AHPC,BCL2L1,All,pancan,1.84738e-15,0.281725,,,767,
305,31151307,3-Cl-AHPC,BCL7A,All,pancan,1.38647e-10,-0.229005,,,767,
306,31151308,3-Cl-AHPC,BCL9L,All,pancan,1.88622e-19,0.317724,,,767,
307,31151309,3-Cl-AHPC,BCL11A,All,pancan,1.47353e-19,-0.318626,,,767,
308,31151310,3-Cl-AHPC,BCLAF1,All,pancan,8.82623e-12,-0.243107,,,767,
309,31151311,3-Cl-AHPC,BCO1,All,pancan,1.27111e-10,0.229464,,,767,
310,31151312,3-Cl-AHPC,BCOR,All,pancan,1.7285e-13,-0.261825,,,767,
311,31151313,3-Cl-AHPC,BCS1L,All,pancan,2.62621e-16,-0.289805,,,767,
312,31151314,3-Cl-AHPC,BCYRN1,All,pancan,6.93019e-10,0.220319,,,767,
313,31151315,3-Cl-AHPC,BDNF,All,pancan,1.44982e-15,0.282743,,,767,
314,31151316,3-Cl-AHPC,BEAN1,All,pancan,9.0776e-13,0.254117,,,767,
315,31151317,3-Cl-AHPC,BEND3,All,pancan,2.28675e-15,-0.280825,,,767,
316,31151318,3-Cl-AHPC,BEND4,All,pancan,1.13319e-13,-0.263748,,,767,
317,31151319,3-Cl-AHPC,BEND7,All,pancan,2.43392e-09,0.213278,,,767,
318,31151320,3-Cl-AHPC,BFSP1,All,pancan,3.75367e-14,0.268706,,,767,
319,31151321,3-Cl-AHPC,BHLHE23,All,pancan,1.13368e-08,-0.20431,,,767,
320,31151322,3-Cl-AHPC,BHLHE40,All,pancan,3.69012e-11,0.235896,,,767,
321,31151323,3-Cl-AHPC,BHLHE41,All,pancan,4.26304e-17,0.297107,,,767,
322,31151324,3-Cl-AHPC,BICC1,All,pancan,6.09467e-11,0.23331,,,767,
323,31151325,3-Cl-AHPC,BICRAL,All,pancan,5.06781e-09,-0.209053,,,767,
324,31151326,3-Cl-AHPC,BIN2,All,pancan,1.06311e-09,-0.217948,,,767,
325,31151327,3-Cl-AHPC,BLCAP,All,pancan,1.61992e-09,0.215587,,,767,
326,31151328,3-Cl-AHPC,BLM,All,pancan,4.95832e-26,-0.368157,,,767,
327,31151329,3-Cl-AHPC,BLMH,All,pancan,3.03005e-23,-0.347917,,,767,
328,31151330,3-Cl-AHPC,BLOC1S5,All,pancan,4.43239e-11,-0.234955,,,767,
329,31151331,3-Cl-AHPC,BLOC1S6,All,pancan,2.81715e-10,-0.225222,,,767,
330,31151332,3-Cl-AHPC,BLVRA,All,pancan,5.62217e-10,0.221469,,,767,
331,31151333,3-Cl-AHPC,BLVRB,All,pancan,2.98888e-12,0.248415,,,767,
332,31151334,3-Cl-AHPC,BLZF1,All,pancan,1.07495e-08,0.204627,,,767,
333,31151335,3-Cl-AHPC,BMP1,All,pancan,2.94325e-10,0.224986,,,767,
334,31151336,3-Cl-AHPC,BMP4,All,pancan,7.34501e-18,0.303977,,,767,
335,31151337,3-Cl-AHPC,BMPER,All,pancan,1.08842e-09,0.217816,,,767,
336,31151338,3-Cl-AHPC,BMPR2,All,pancan,6.18209e-12,0.244866,,,767,
337,31151339,3-Cl-AHPC,BMS1P4,All,pancan,2.50911e-09,-0.213105,,,767,
338,31151340,3-Cl-AHPC,BMS1P9,All,pancan,6.98377e-11,0.232602,,,767,
339,31151341,3-Cl-AHPC,BMS1P10,All,pancan,1.19875e-16,0.292981,,,767,
340,31151342,3-Cl-AHPC,BMS1P15,All,pancan,3.37924e-17,0.298026,,,767,
341,31151343,3-Cl-AHPC,BNIP3P41,All,pancan,1.56203e-10,-0.228374,,,767,
342,31151344,3-Cl-AHPC,BOC,All,pancan,4.04047e-10,0.223271,,,767,
343,31151345,3-Cl-AHPC,BOK,All,pancan,8.88658e-16,0.284787,,,767,
344,31151346,3-Cl-AHPC,BOLA2P2,All,pancan,4.83106e-10,-0.222298,,,767,
345,31151347,3-Cl-AHPC,BOP1,All,pancan,4.36067e-11,-0.235039,,,767,
346,31151348,3-Cl-AHPC,BORA,All,pancan,8.89513e-15,-0.275017,,,767,
347,31151349,3-Cl-AHPC,BPTF,All,pancan,1.05154e-10,-0.230463,,,767,
348,31151350,3-Cl-AHPC,BRAP,All,pancan,1.11559e-08,-0.204406,,,767,
349,31151351,3-Cl-AHPC,BRCA1,All,pancan,3.11051e-16,-0.289114,,,767,
350,31151352,3-Cl-AHPC,BRCA2,All,pancan,2.3348e-14,-0.270806,,,767,
351,31151353,3-Cl-AHPC,BRD1,All,pancan,2.59609e-12,-0.249097,,,767,
352,31151354,3-Cl-AHPC,BRD2,All,pancan,4.94404e-17,-0.29652,,,767,
353,31151355,3-Cl-AHPC,BRD4,All,pancan,5.4462e-17,-0.296136,,,767,
354,31151356,3-Cl-AHPC,BRD7,All,pancan,7.27773e-13,-0.255159,,,767,
355,31151357,3-Cl-AHPC,BRD7P2,All,pancan,1.93321e-09,-0.214587,,,767,
356,31151358,3-Cl-AHPC,BRI3,All,pancan,5.90506e-19,0.313517,,,767,
357,31151359,3-Cl-AHPC,BRI3BP,All,pancan,9.33685e-17,-0.293984,,,767,
358,31151360,3-Cl-AHPC,BRPF1,All,pancan,7.55419e-16,-0.285461,,,767,
359,31151361,3-Cl-AHPC,BRWD3,All,pancan,1.68066e-08,-0.201948,,,767,
360,31151362,3-Cl-AHPC,BTAF1,All,pancan,2.97589e-10,-0.224927,,,767,
361,31151363,3-Cl-AHPC,BTBD6P1,All,pancan,5.82069e-11,-0.233548,,,767,
362,31151364,3-Cl-AHPC,BTBD16,All,pancan,1.1946e-16,0.292994,,,767,
363,31151365,3-Cl-AHPC,BTBD19,All,pancan,1.9044e-11,0.23926,,,767,
364,31151366,3-Cl-AHPC,BTC,All,pancan,9.46714e-20,0.320233,,,767,
365,31151367,3-Cl-AHPC,BTD,All,pancan,2.26062e-13,0.260595,,,767,
366,31151368,3-Cl-AHPC,BTF3,All,pancan,7.3255e-10,-0.220013,,,767,
367,31151369,3-Cl-AHPC,BTG1P1,All,pancan,1.12999e-13,-0.263761,,,767,
368,31151370,3-Cl-AHPC,BTK,All,pancan,1.02711e-11,-0.242354,,,767,
369,31151371,3-Cl-AHPC,BUB1,All,pancan,5.00431e-11,-0.234329,,,767,
370,31151372,3-Cl-AHPC,BUB1B,All,pancan,1.13459e-17,-0.302295,,,767,
371,31151373,3-Cl-AHPC,BUB3,All,pancan,1.9683e-10,-0.227144,,,767,
372,31151374,3-Cl-AHPC,BUD13,All,pancan,9.52923e-19,-0.311732,,,767,
373,31151375,3-Cl-AHPC,BUD13P1,All,pancan,8.51626e-09,0.206008,,,767,
374,31151376,3-Cl-AHPC,BYSL,All,pancan,2.63955e-10,-0.225572,,,767,
375,31151377,3-Cl-AHPC,C1DP5,All,pancan,2.23725e-08,-0.200215,,,767,
376,31151378,3-Cl-AHPC,C1GALT1C1,All,pancan,9.28931e-12,0.242853,,,767,
377,31151379,3-Cl-AHPC,C1orf35,All,pancan,9.96403e-09,-0.205078,,,767,
378,31151380,3-Cl-AHPC,C1orf50,All,pancan,1.24878e-08,-0.203732,,,767,
379,31151381,3-Cl-AHPC,C1orf74,All,pancan,1.18137e-15,-0.2836,,,767,
380,31151382,3-Cl-AHPC,C1orf109,All,pancan,1.76537e-08,-0.201651,,,767,
381,31151383,3-Cl-AHPC,C1orf112,All,pancan,6.98979e-10,-0.220272,,,767,
382,31151384,3-Cl-AHPC,C1orf116,All,pancan,3.83364e-11,0.2357,,,767,
383,31151385,3-Cl-AHPC,C1orf122,All,pancan,1.29191e-09,0.216858,,,767,
384,31151386,3-Cl-AHPC,C1orf131,All,pancan,3.73906e-19,-0.31521,,,767,
385,31151387,3-Cl-AHPC,C1orf146,All,pancan,1.63815e-09,-0.215523,,,767,
386,31151388,3-Cl-AHPC,C1QBP,All,pancan,1.15959e-13,-0.263643,,,767,
387,31151389,3-Cl-AHPC,C1QTNF1,All,pancan,5.16608e-13,0.256765,,,767,
388,31151390,3-Cl-AHPC,C1QTNF1-AS1,All,pancan,6.68697e-09,0.207432,,,767,
389,31151391,3-Cl-AHPC,C1QTNF2,All,pancan,2.77601e-12,0.248773,,,767,
390,31151392,3-Cl-AHPC,C2CD5,All,pancan,1.45814e-14,-0.272869,,,767,
391,31151393,3-Cl-AHPC,C2orf48,All,pancan,4.633e-21,-0.330947,,,767,
392,31151394,3-Cl-AHPC,C2orf72,All,pancan,8.12053e-12,0.24352,,,767,
393,31151395,3-Cl-AHPC,C3,All,pancan,1.03964e-08,0.204825,,,767,
394,31151396,3-Cl-AHPC,C3orf52,All,pancan,3.45717e-10,0.224117,,,767,
395,31151397,3-Cl-AHPC,C3orf62,All,pancan,4.18131e-09,-0.210169,,,767,
396,31151398,3-Cl-AHPC,C4orf19,All,pancan,2.65986e-11,0.237567,,,767,
397,31151399,3-Cl-AHPC,C4orf46,All,pancan,1.92537e-21,-0.333987,,,767,
398,31151400,3-Cl-AHPC,C5orf15,All,pancan,1.05667e-09,0.217981,,,767,
399,31151401,3-Cl-AHPC,C5orf46,All,pancan,8.75699e-11,0.231422,,,767,
400,31151402,3-Cl-AHPC,C6orf132,All,pancan,1.34423e-09,0.216636,,,767,
401,31151403,3-Cl-AHPC,C6orf141,All,pancan,5.12923e-09,0.208983,,,767,
402,31151404,3-Cl-AHPC,C6orf163,All,pancan,3.15019e-09,-0.211802,,,767,
403,31151405,3-Cl-AHPC,C7orf57,All,pancan,3.6398e-14,0.268843,,,767,
404,31151406,3-Cl-AHPC,C7orf69,All,pancan,3.45507e-09,0.211271,,,767,
405,31151407,3-Cl-AHPC,VXN,All,pancan,1.81232e-20,0.326157,,,767,
406,31151408,3-Cl-AHPC,AOPEP,All,pancan,7.63589e-14,0.265531,,,767,
407,31151409,3-Cl-AHPC,C9orf40,All,pancan,2.27098e-14,-0.270928,,,767,
408,31151410,3-Cl-AHPC,CARNMT1-AS1,All,pancan,1.92249e-09,-0.214619,,,767,
409,31151411,3-Cl-AHPC,C9orf72,All,pancan,3.93064e-11,-0.235572,,,767,
410,31151412,3-Cl-AHPC,C10orf90,All,pancan,6.45932e-11,0.233008,,,767,
411,31151413,3-Cl-AHPC,C11orf52,All,pancan,2.06272e-13,0.261016,,,767,
412,31151414,3-Cl-AHPC,C11orf86,All,pancan,4.74654e-11,0.234602,,,767,
413,31151415,3-Cl-AHPC,C12orf29,All,pancan,2.75845e-09,-0.212563,,,767,
414,31151416,3-Cl-AHPC,C12orf43,All,pancan,5.00756e-11,-0.234326,,,767,
415,31151417,3-Cl-AHPC,C12orf45,All,pancan,5.80011e-16,-0.286554,,,767,
416,31151418,3-Cl-AHPC,C12orf65,All,pancan,7.67188e-09,-0.206624,,,767,
417,31151419,3-Cl-AHPC,C12orf77,All,pancan,7.32975e-11,-0.232351,,,767,
418,31151420,3-Cl-AHPC,LINC02874,All,pancan,1.53914e-09,0.215875,,,767,
419,31151421,3-Cl-AHPC,C14orf93,All,pancan,3.73559e-09,-0.210821,,,767,
420,31151422,3-Cl-AHPC,ARPIN-AP3S2,All,pancan,1.45953e-08,0.202798,,,767,
421,31151423,3-Cl-AHPC,C15orf54,All,pancan,5.22129e-13,0.256716,,,767,
422,31151424,3-Cl-AHPC,C15orf61,All,pancan,9.92963e-14,-0.264346,,,767,
423,31151425,3-Cl-AHPC,C16orf54,All,pancan,5.19067e-11,-0.23414,,,767,
424,31151426,3-Cl-AHPC,C16orf87,All,pancan,2.04117e-13,-0.261064,,,767,
425,31151427,3-Cl-AHPC,C17orf49,All,pancan,1.5678e-08,-0.202367,,,767,
426,31151428,3-Cl-AHPC,HROB,All,pancan,9.84621e-16,-0.28436,,,767,
427,31151429,3-Cl-AHPC,C17orf75,All,pancan,2.62254e-09,-0.212852,,,767,
428,31151430,3-Cl-AHPC,C18orf21,All,pancan,1.16861e-11,-0.24171,,,767,
429,31151431,3-Cl-AHPC,C19orf33,All,pancan,2.38928e-16,0.29019,,,767,
430,31151432,3-Cl-AHPC,C19orf47,All,pancan,7.72417e-09,-0.206584,,,767,
431,31151433,3-Cl-AHPC,C19orf48,All,pancan,4.49388e-18,-0.305864,,,767,
432,31151434,3-Cl-AHPC,C19orf54,All,pancan,1.15095e-12,-0.252992,,,767,
433,31151435,3-Cl-AHPC,C20orf96,All,pancan,1.19586e-09,-0.217291,,,767,
434,31151436,3-Cl-AHPC,SHLD1,All,pancan,3.69513e-15,-0.278789,,,767,
435,31151437,3-Cl-AHPC,C21orf58,All,pancan,1.80506e-12,-0.250845,,,767,
436,31151438,3-Cl-AHPC,C21orf91,All,pancan,1.5237e-10,-0.228505,,,767,
437,31151439,3-Cl-AHPC,C22orf34,All,pancan,5.76987e-14,-0.266789,,,767,
438,31151440,3-Cl-AHPC,C22orf39,All,pancan,1.96203e-11,-0.239109,,,767,
439,31151441,3-Cl-AHPC,CA12,All,pancan,2.98463e-11,0.23698,,,767,
440,31151442,3-Cl-AHPC,CAAP1,All,pancan,1.2274e-12,-0.252687,,,767,
441,31151443,3-Cl-AHPC,CABLES1,All,pancan,5.06505e-09,0.209056,,,767,
442,31151444,3-Cl-AHPC,CACTIN,All,pancan,2.99536e-11,-0.236962,,,767,
443,31151445,3-Cl-AHPC,CACYBP,All,pancan,4.06465e-13,-0.257883,,,767,
444,31151446,3-Cl-AHPC,CAD,All,pancan,5.17003e-23,-0.346163,,,767,
445,31151447,3-Cl-AHPC,CALB2,All,pancan,5.80043e-12,0.24518,,,767,
446,31151448,3-Cl-AHPC,CALD1,All,pancan,7.53779e-16,0.28547,,,767,
447,31151449,3-Cl-AHPC,CALU,All,pancan,9.51586e-22,0.336402,,,767,
448,31151450,3-Cl-AHPC,CAMK2N1,All,pancan,9.23869e-19,0.311848,,,767,
449,31151451,3-Cl-AHPC,CAMKK2,All,pancan,1.51195e-12,-0.251693,,,767,
450,31151452,3-Cl-AHPC,CAMKMT,All,pancan,3.93371e-13,-0.258035,,,767,
451,31151453,3-Cl-AHPC,CANT1,All,pancan,6.66126e-11,0.232848,,,767,
452,31151454,3-Cl-AHPC,CAP2,All,pancan,1.37684e-18,0.310352,,,767,
453,31151455,3-Cl-AHPC,CAPN2,All,pancan,5.2875e-18,0.305241,,,767,
454,31151456,3-Cl-AHPC,CAPN5,All,pancan,1.90104e-15,0.281604,,,767,
455,31151457,3-Cl-AHPC,CAPN8,All,pancan,4.97879e-10,0.222134,,,767,
456,31151458,3-Cl-AHPC,CAPN10,All,pancan,6.52548e-11,-0.232955,,,767,
457,31151459,3-Cl-AHPC,CAPN15,All,pancan,8.51424e-12,-0.243285,,,767,
458,31151460,3-Cl-AHPC,CAPZA1,All,pancan,1.82545e-08,-0.201449,,,767,
459,31151461,3-Cl-AHPC,CARD8,All,pancan,7.89913e-17,-0.294654,,,767,
460,31151462,3-Cl-AHPC,CARD8-AS1,All,pancan,8.29428e-15,-0.27532,,,767,
461,31151463,3-Cl-AHPC,CARD10,All,pancan,2.99594e-15,0.279681,,,767,
462,31151464,3-Cl-AHPC,CARM1,All,pancan,3.61054e-11,-0.236008,,,767,
463,31151465,3-Cl-AHPC,CARMIL1,All,pancan,2.08151e-11,0.23881,,,767,
464,31151466,3-Cl-AHPC,CARMIL2,All,pancan,3.64686e-18,-0.306662,,,767,
465,31151467,3-Cl-AHPC,CASC3,All,pancan,1.5334e-16,-0.291988,,,767,
466,31151468,3-Cl-AHPC,CASC8,All,pancan,4.36698e-10,0.222849,,,767,
467,31151469,3-Cl-AHPC,CASP2,All,pancan,4.28084e-10,-0.222957,,,767,
468,31151470,3-Cl-AHPC,CASP3,All,pancan,2.5278e-09,-0.213062,,,767,
469,31151471,3-Cl-AHPC,CASP8AP2,All,pancan,1.20887e-14,-0.273686,,,767,
470,31151472,3-Cl-AHPC,CAST,All,pancan,5.21206e-19,0.31398,,,767,
471,31151473,3-Cl-AHPC,CAV1,All,pancan,9.06238e-16,0.284705,,,767,
472,31151474,3-Cl-AHPC,CAV2,All,pancan,1.14375e-20,0.327783,,,767,
473,31151475,3-Cl-AHPC,CAVIN1,All,pancan,7.28384e-17,0.294978,,,767,
474,31151476,3-Cl-AHPC,CAVIN3,All,pancan,1.98615e-10,0.227095,,,767,
475,31151477,3-Cl-AHPC,CBFA2T3,All,pancan,2.73096e-16,-0.289645,,,767,
476,31151478,3-Cl-AHPC,CBFB,All,pancan,9.52811e-18,-0.302972,,,767,
477,31151479,3-Cl-AHPC,CBL,All,pancan,1.29833e-11,-0.241185,,,767,
478,31151480,3-Cl-AHPC,CBR1,All,pancan,8.88504e-09,0.205757,,,767,
479,31151481,3-Cl-AHPC,CBR3,All,pancan,7.93687e-11,0.231936,,,767,
480,31151482,3-Cl-AHPC,CBR3-AS1,All,pancan,1.72181e-13,0.261843,,,767,
481,31151483,3-Cl-AHPC,CBR4,All,pancan,3.26253e-09,-0.211601,,,767,
482,31151484,3-Cl-AHPC,CBWD1,All,pancan,2.27697e-10,-0.226365,,,767,
483,31151485,3-Cl-AHPC,CBWD3,All,pancan,8.69417e-09,-0.205886,,,767,
484,31151486,3-Cl-AHPC,CBX2,All,pancan,1.25301e-10,-0.22954,,,767,
485,31151487,3-Cl-AHPC,CBX3P2,All,pancan,1.21131e-08,-0.203914,,,767,
486,31151488,3-Cl-AHPC,CBX5,All,pancan,1.3887e-12,-0.252099,,,767,
487,31151489,3-Cl-AHPC,CBY1,All,pancan,4.07565e-09,0.210317,,,767,
488,31151490,3-Cl-AHPC,CCAR1,All,pancan,6.01103e-18,-0.304749,,,767,
489,31151491,3-Cl-AHPC,CCAR2,All,pancan,9.06235e-16,-0.284705,,,767,
490,31151492,3-Cl-AHPC,CCDC9B,All,pancan,2.36831e-22,0.341106,,,767,
491,31151493,3-Cl-AHPC,CCDC12,All,pancan,7.94495e-12,-0.243628,,,767,
492,31151494,3-Cl-AHPC,CCDC18,All,pancan,7.82036e-17,-0.294694,,,767,
493,31151495,3-Cl-AHPC,CCDC25,All,pancan,2.56942e-11,-0.237743,,,767,
494,31151496,3-Cl-AHPC,CCDC28A,All,pancan,2.04315e-11,-0.238904,,,767,
495,31151497,3-Cl-AHPC,CCDC28B,All,pancan,7.04766e-10,-0.220226,,,767,
496,31151498,3-Cl-AHPC,CCDC38,All,pancan,2.05512e-08,-0.200731,,,767,
497,31151499,3-Cl-AHPC,CCDC40,All,pancan,9.94507e-11,0.230756,,,767,
498,31151500,3-Cl-AHPC,CCDC59,All,pancan,5.5975e-13,-0.25639,,,767,
499,31151501,3-Cl-AHPC,CCDC62,All,pancan,2.49194e-11,-0.237898,,,767,
500,31151502,3-Cl-AHPC,CCDC66,All,pancan,3.19819e-15,-0.279404,,,767,
501,31151503,3-Cl-AHPC,CCDC69,All,pancan,1.00113e-11,-0.242481,,,767,
502,31151504,3-Cl-AHPC,CCDC73,All,pancan,6.84075e-14,-0.266026,,,767,
503,31151505,3-Cl-AHPC,CCDC77,All,pancan,1.81137e-08,-0.201496,,,767,
504,31151506,3-Cl-AHPC,CCDC80,All,pancan,1.2939e-12,0.252436,,,767,
505,31151507,3-Cl-AHPC,CCDC88A,All,pancan,2.83327e-09,-0.21241,,,767,
506,31151508,3-Cl-AHPC,CCDC88B,All,pancan,7.79715e-11,-0.232028,,,767,
507,31151509,3-Cl-AHPC,CCDC88C,All,pancan,1.62214e-23,-0.349954,,,767,
508,31151510,3-Cl-AHPC,CCDC89,All,pancan,4.41818e-11,0.234971,,,767,
509,31151511,3-Cl-AHPC,CCDC96,All,pancan,1.42615e-11,0.240714,,,767,
510,31151512,3-Cl-AHPC,CCDC97,All,pancan,2.30188e-08,-0.200041,,,767,
511,31151513,3-Cl-AHPC,CCDC106,All,pancan,3.05421e-10,-0.224786,,,767,
512,31151514,3-Cl-AHPC,CCDC117,All,pancan,4.92519e-14,-0.267497,,,767,
513,31151515,3-Cl-AHPC,CCDC138,All,pancan,7.40746e-20,-0.321121,,,767,
514,31151516,3-Cl-AHPC,CCDC148,All,pancan,2.26421e-16,0.290408,,,767,
515,31151517,3-Cl-AHPC,CCDC149,All,pancan,1.59355e-16,0.291832,,,767,
516,31151518,3-Cl-AHPC,CCDC150,All,pancan,1.85314e-08,-0.201358,,,767,
517,31151519,3-Cl-AHPC,CCDC160,All,pancan,6.19927e-14,0.266467,,,767,
518,31151520,3-Cl-AHPC,CCDC163,All,pancan,9.71728e-09,-0.205227,,,767,
519,31151521,3-Cl-AHPC,CCDC174,All,pancan,1.32136e-10,-0.229259,,,767,
520,31151522,3-Cl-AHPC,CCER2,All,pancan,8.72438e-12,-0.243165,,,767,
521,31151523,3-Cl-AHPC,CCL26,All,pancan,1.04922e-10,0.230474,,,767,
522,31151524,3-Cl-AHPC,CCL28,All,pancan,7.82142e-10,0.219651,,,767,
523,31151525,3-Cl-AHPC,CCNA2,All,pancan,3.17536e-16,-0.28903,,,767,
524,31151526,3-Cl-AHPC,CCNB1IP1,All,pancan,4.89487e-18,-0.305537,,,767,
525,31151527,3-Cl-AHPC,CCNB2,All,pancan,4.04306e-11,-0.235427,,,767,
526,31151528,3-Cl-AHPC,CCND1,All,pancan,1.43465e-14,0.27294,,,767,
527,31151529,3-Cl-AHPC,CCNF,All,pancan,1.32978e-19,-0.318999,,,767,
528,31151530,3-Cl-AHPC,CCNJ,All,pancan,2.44573e-12,-0.249385,,,767,
529,31151531,3-Cl-AHPC,CCNL2P1,All,pancan,4.2853e-10,-0.222951,,,767,
530,31151532,3-Cl-AHPC,CCNT1,All,pancan,5.50665e-16,-0.286769,,,767,
531,31151533,3-Cl-AHPC,CCP110,All,pancan,2.89856e-15,-0.279821,,,767,
532,31151534,3-Cl-AHPC,CCSAP,All,pancan,3.31288e-09,-0.211513,,,767,
533,31151535,3-Cl-AHPC,CCT3,All,pancan,1.46537e-09,-0.216151,,,767,
534,31151536,3-Cl-AHPC,CCT6P1,All,pancan,1.53844e-12,-0.25161,,,767,
535,31151537,3-Cl-AHPC,CCT8,All,pancan,2.21811e-16,-0.290492,,,767,
536,31151538,3-Cl-AHPC,CD1C,All,pancan,3.94325e-10,-0.223404,,,767,
537,31151539,3-Cl-AHPC,CD4,All,pancan,5.24939e-10,-0.221844,,,767,
538,31151540,3-Cl-AHPC,CD9,All,pancan,2.23204e-16,0.290466,,,767,
539,31151541,3-Cl-AHPC,CD37,All,pancan,1.17831e-13,-0.263571,,,767,
540,31151542,3-Cl-AHPC,CD38,All,pancan,1.98648e-11,-0.239047,,,767,
541,31151543,3-Cl-AHPC,CD44,All,pancan,3.4698e-10,0.224097,,,767,
542,31151544,3-Cl-AHPC,CD48,All,pancan,2.5271e-09,-0.213064,,,767,
543,31151545,3-Cl-AHPC,CD52,All,pancan,5.75379e-10,-0.221342,,,767,
544,31151546,3-Cl-AHPC,CD53,All,pancan,9.19223e-14,-0.264695,,,767,
545,31151547,3-Cl-AHPC,CD59,All,pancan,1.47871e-20,0.326876,,,767,
546,31151548,3-Cl-AHPC,CD63,All,pancan,5.65523e-30,0.394546,,,767,
547,31151549,3-Cl-AHPC,CD79A,All,pancan,2.50037e-09,-0.213125,,,767,
548,31151550,3-Cl-AHPC,CD84,All,pancan,1.59748e-15,-0.282336,,,767,
549,31151551,3-Cl-AHPC,CD86,All,pancan,3.93603e-13,-0.258032,,,767,
550,31151552,3-Cl-AHPC,CD109,All,pancan,1.03349e-13,0.264165,,,767,
551,31151553,3-Cl-AHPC,CD151,All,pancan,2.10592e-28,0.384319,,,767,
552,31151554,3-Cl-AHPC,CD177,All,pancan,1.54067e-12,0.251603,,,767,
553,31151555,3-Cl-AHPC,CD180,All,pancan,1.21258e-11,-0.241526,,,767,
554,31151556,3-Cl-AHPC,CD247,All,pancan,9.51326e-14,-0.26454,,,767,
555,31151557,3-Cl-AHPC,CD276,All,pancan,8.28854e-15,0.275323,,,767,
556,31151558,3-Cl-AHPC,CD300A,All,pancan,7.15138e-09,-0.207038,,,767,
557,31151559,3-Cl-AHPC,CDA,All,pancan,1.19457e-08,0.203998,,,767,
558,31151560,3-Cl-AHPC,CDAN1,All,pancan,1.89756e-12,-0.250605,,,767,
559,31151561,3-Cl-AHPC,CDC7,All,pancan,1.65273e-22,-0.34231,,,767,
560,31151562,3-Cl-AHPC,CDC14A,All,pancan,6.43307e-10,-0.220729,,,767,
561,31151563,3-Cl-AHPC,CDC14B,All,pancan,2.17463e-11,0.238589,,,767,
562,31151564,3-Cl-AHPC,CDC25A,All,pancan,4.06122e-25,-0.361682,,,767,
563,31151565,3-Cl-AHPC,CDC37L1-DT,All,pancan,8.33275e-10,-0.219301,,,767,
564,31151566,3-Cl-AHPC,CDC40,All,pancan,7.22847e-15,-0.275913,,,767,
565,31151567,3-Cl-AHPC,CDC42EP1,All,pancan,3.87338e-13,0.258107,,,767,
566,31151568,3-Cl-AHPC,CDC42EP2,All,pancan,5.53982e-13,0.256439,,,767,
567,31151569,3-Cl-AHPC,CDC42EP4,All,pancan,1.87814e-11,0.23933,,,767,
568,31151570,3-Cl-AHPC,CDC42EP5,All,pancan,7.6506e-13,0.254923,,,767,
569,31151571,3-Cl-AHPC,CDC42SE2,All,pancan,3.33738e-10,-0.224308,,,767,
570,31151572,3-Cl-AHPC,CDC45,All,pancan,2.23715e-13,-0.260643,,,767,
571,31151573,3-Cl-AHPC,CDC123,All,pancan,2.74548e-09,-0.21259,,,767,
572,31151574,3-Cl-AHPC,CDCA2,All,pancan,1.77491e-11,-0.239615,,,767,
573,31151575,3-Cl-AHPC,CDCA4,All,pancan,4.91318e-10,-0.222206,,,767,
574,31151576,3-Cl-AHPC,CDCA5,All,pancan,2.64585e-12,-0.249005,,,767,
575,31151577,3-Cl-AHPC,CDCA7,All,pancan,1.39977e-23,-0.350433,,,767,
576,31151578,3-Cl-AHPC,CDCA8,All,pancan,3.76461e-14,-0.268693,,,767,
577,31151579,3-Cl-AHPC,CDCP1,All,pancan,5.40724e-12,0.245524,,,767,
578,31151580,3-Cl-AHPC,CDH1,All,pancan,2.02805e-10,0.226984,,,767,
579,31151581,3-Cl-AHPC,CDK8,All,pancan,1.38225e-14,-0.273103,,,767,
